line,locality,district,juridiction_dicstrict,type,page,serial_no,area_hectares,population_male,population_female,population_total,religion_catholic,religion_greek,religion_jewish,religion_other,c1,c2,village,belong,sum_type,vide,wrong_sum,,,
1399,Raj,Czortków,Kozowa,Gutsgebiete,93,31,20,294,277,571,58,506,7,,,,0,,,,0,,,
1400,Rekszyn,Czortków,Kozowa,Gutsgebiete,93,32,749,409,372,781,143,576,62,,,,0,,,,0,,,
1401,Rohaczyn Miasto,Czortków,Kozowa,Gutsgebiete,93,33,1145,235,304,539,412,115,12,,,,0,,,,0,,,
1402,Rohaczyn Wieś,Czortków,Kozowa,Gutsgebiete,93,34,,273,299,572,127,430,15,,,,0,,,,0,,,
1403,Rybniki,Czortków,Kozowa,Gutsgebiete,93,35,806,441,438,879,139,719,28,,,,0,,,,1,,,
1404,Sarańczuki,Czortków,Kozowa,Gutsgebiete,93,36,1824,851,840,1691,227,1412,51,1,,,0,,,,0,,,
1405,Baźnikówka,Czortków,Kozowa,Gutsgebiete,93,1,,104,87,191,16,170,5,,,,0,,,,0,,,
1406,Sarańczuki,Czortków,Kozowa,Gutsgebiete,93,2,,747,753,1500,211,1242,46,,,,0,,,,1,,,
1407,Taurów,Czortków,Kozowa,Gutsgebiete,101,25,1027,14,12,26,13,13,0,0,,,0,ad 25,,,0,,,
1408,"Teofipólka, auch Krasnopolka",Czortków,Kozowa,Gutsgebiete,101,26,347,19,28,47,19,13,15,0,,,0,ad 26,,,0,,,
1409,Wiktorówka,Czortków,Kozowa,Gutsgebiete,101,27,228,11,9,20,5,2,13,0,,,0,ad 27,,,0,,,
1410,Wybudów,Czortków,Kozowa,Gutsgebiete,101,28,455,25,28,53,12,27,14,0,,,0,ad 28,,,0,,,
1411,Złoczówka,Czortków,Kozowa,Gutsgebiete,101,29,172,2,1,3,0,3,0,0,,,0,ad 30,sum_gutsgebiete,,0,,,
1412,Summe der Gutsgebiete,Czortków,Kozowa,Gutsgebiete,101,,15576,795,757,1552,757,503,289,3,,,0,,sum_gb,,0,,,
1413,Summe des GB. Kozowa,Czortków,Kozowa,Gutsgebiete,101,,47233,19886,20095,39981,11873,23949,4150,9,,,0,,,,0,,,
1414,Huminska,Czortków,Brzozów,Gutsgebiete,103,13,904,977,1080,2057,1975,9,73,0,,,0,,,,0,,,
1415,Izdebki,Czortków,Brzozów,Gutsgebiete,103,14,2431,1466,1537,3003,2046,881,76,0,,,0,,,,0,,,
1416,Jabłonica Polska,Czortków,Brzozów,Gutsgebiete,103,15,541,441,545,986,280,678,28,0,,,0,,,,0,,,
1417,Jabłonica Ruska,Czortków,Brzozów,Gutsgebiete,103,16,260,288,322,610,83,505,22,0,,,0,,,,0,,,
1418,Jabłonka,Czortków,Brzozów,Gutsgebiete,103,17,379,409,409,818,785,6,27,0,,,0,,,,0,,,
1419,Jasienica,Czortków,Brzozów,Gutsgebiete,103,18,1055,1092,1210,2302,1756,0,546,0,,,0,,,,0,,,
1420,Jasionów,Czortków,Brzozów,Gutsgebiete,103,19,307,371,444,815,803,0,12,0,,,0,,,,0,,,
1421,Końskie,Czortków,Brzozów,Gutsgebiete,103,20,486,334,363,697,114,576,7,0,,,0,,,,0,,,
1422,Krzemienna,Czortków,Brzozów,Gutsgebiete,103,21,196,229,244,473,458,14,1,0,,,0,,,,0,,,
1423,Krzywe,Czortków,Brzozów,Gutsgebiete,103,22,412,289,292,581,461,117,0,0,,,1,,,,1,,,
1424,Malinówka,Czortków,Brzozów,Gutsgebiete,103,23,613,433,570,1003,872,113,18,0,,,0,,,,0,,,
1425,Niebocko,Czortków,Brzozów,Gutsgebiete,103,24,558,446,486,932,835,77,20,0,,,0,,,,0,,,
1426,Niewistka,Czortków,Brzozów,Gutsgebiete,103,25,130,176,204,380,230,145,5,0,,,0,,,,0,,,
1427,Obarzym,Czortków,Brzozów,Gutsgebiete,103,26,251,231,221,452,428,19,5,0,,,0,,,,0,,,
1428,Orzechówka,Czortków,Brzozów,Gutsgebiete,103,27.1,979,790,884,1674,1655,0,19,0,,,0,,,,0,,,
1429,Orzechówka,Czortków,Brzozów,Gutsgebiete,103,27.2,0,619,676,1295,1276,0,19,0,,,0,,,,0,,,
1430,Wola Orzechowska,Czortków,Brzozów,Gutsgebiete,103,27.3,0,171,208,379,379,0,0,0,,,0,,,,0,,,
1431,Przysietnica,Czortków,Brzozów,Gutsgebiete,103,28,1574,1168,1160,2328,2267,4,57,0,,,0,,,,0,,,
1432,Stara Wieś,Czortków,Brzozów,Gutsgebiete,103,29,1392,1089,1267,2356,2352,0,4,0,,,0,,,,0,,,
1433,Temeszów,Czortków,Brzozów,Gutsgebiete,103,30,232,246,289,535,497,25,13,0,,,0,,,,0,,,
1434,Trześniów,Czortków,Brzozów,Gutsgebiete,103,31,581,566,694,1260,1247,1,12,0,,,0,,,,0,,,
1435,Turze Pole,Czortków,Brzozów,Gutsgebiete,103,32,185,222,264,486,473,0,13,0,,,0,,,,0,,,
1436,Ulucz,Czortków,Brzozów,Gutsgebiete,103,33,1098,979,1029,2008,241,1501,266,0,,,0,,,,0,,,
1437,Witryłów,Czortków,Brzozów,Gutsgebiete,103,34,524,357,370,727,499,220,8,0,,,0,,,,0,,,
1438,Wola Jasienicka,Czortków,Brzozów,Gutsgebiete,103,35,663,403,541,944,935,9,0,0,,,0,,,,0,,,
1439,Wydrna,Czortków,Brzozów,Gutsgebiete,103,36,499,434,383,817,642,166,9,0,,,0,,,,0,,,
1440,Wzdów,Czortków,Brzozów,Gutsgebiete,103,37,334,360,423,783,779,0,4,0,,,0,,,,0,,,
1441,Zmiennica,Czortków,Brzozów,Gutsgebiete,103,38,304,346,378,724,699,6,18,1,,,0,,,,0,,,
1442,Grabownica Starzeńska,Czortków,Brzozów,Gutsgebiete,105,9,701,18,12,30,24,0,6,0,,,0,ad 10,,,0,,,
1443,Haczów,Czortków,Brzozów,Gutsgebiete,105,10,192,11,11,22,7,1,14,0,,,0,ad 11,,,0,,,
1444,Hroszówka,Czortków,Brzozów,Gutsgebiete,105,11,342,18,7,25,12,5,8,0,,,0,ad 12,,,0,,,
1445,Humniska,Czortków,Brzozów,Gutsgebiete,105,12,626,21,21,42,31,1,7,0,,,0,ad 13,,,1,,,
1446,Izdebki,Czortków,Brzozów,Gutsgebiete,105,13,841,37,35,72,37,6,29,0,,,0,ad 14,,,0,,,
1447,Jabłonica Polska,Czortków,Brzozów,Gutsgebiete,105,14,309,18,26,44,30,0,14,0,,,0,ad 15,,,0,,,
1448,Jabłonica Ruska,Czortków,Brzozów,Gutsgebiete,105,15,323,17,11,28,13,1,14,0,,,0,ad 16,,,0,,,
1449,Jabłonka,Czortków,Brzozów,Gutsgebiete,105,16,708,15,15,30,25,0,5,0,,,0,ad 17,,,0,,,
1450,Jasienica,Czortków,Brzozów,Gutsgebiete,105,17,166,77,74,151,94,3,54,0,,,0,ad 18,,,0,,,
1451,Jasionów,Czortków,Brzozów,Gutsgebiete,105,18,301,27,30,57,55,2,0,0,,,0,ad 19,,,0,,,
1452,Końskie,Czortków,Brzozów,Gutsgebiete,105,19,558,29,17,46,23,22,1,0,,,0,ad 20,,,0,,,
1453,Krzemienna,Czortków,Brzozów,Gutsgebiete,105,20,352,22,21,43,25,3,15,0,,,0,ad 21,,,0,,,
1454,Krzywe,Czortków,Brzozów,Gutsgebiete,105,21,333,5,5,10,2,2,6,0,,,0,ad 22,,,0,,,
1455,Malinówka,Czortków,Brzozów,Gutsgebiete,105,22,192,8,5,13,0,0,13,0,,,0,ad 23,,,0,,,
1456,Niebocko,Czortków,Brzozów,Gutsgebiete,105,23,381,14,10,24,24,0,0,0,,,0,ad 24,,,0,,,
1457,Niewistka,Czortków,Brzozów,Gutsgebiete,105,24,352,23,23,46,27,8,11,0,,,0,ad 25,,,0,,,
1458,Obarzym,Czortków,Brzozów,Gutsgebiete,105,25,419,18,22,40,25,2,13,0,,,0,ad 26,,,0,,,
1459,Orzechówka,Czortków,Brzozów,Gutsgebiete,105,26,378,14,13,27,18,0,9,0,,,0,ad 27,,,0,,,
1460,Przystańica,Czortków,Brzozów,Gutsgebiete,105,27,481,10,11,21,6,0,15,0,,,0,ad 28,,,0,,,
1461,Stara Wieś,Czortków,Brzozów,Gutsgebiete,105,28,431,14,6,20,20,0,0,0,,,0,ad 29,,,0,,,
1462,Temeszów,Czortków,Brzozów,Gutsgebiete,105,29,309,17,13,30,30,0,0,0,,,0,ad 30,,,0,,,
1463,Trześniów,Czortków,Brzozów,Gutsgebiete,105,30,414,17,23,40,23,1,16,0,,,0,ad 31,,,0,,,
1464,Turze Pole,Czortków,Brzozów,Gutsgebiete,105,31,322,11,3,14,6,1,7,0,,,0,ad 32,,,0,,,
1465,Ulucz,Czortków,Brzozów,Gutsgebiete,105,32,802,25,22,47,16,8,23,0,,,0,ad 33,,,0,,,
1466,Witryłów,Czortków,Brzozów,Gutsgebiete,105,33,452,26,30,56,30,8,18,0,,,0,ad 34,,,0,,,
1467,Wola Górecka,Czortków,Brzozów,Gutsgebiete,105,34,128,4,4,8,0,0,8,0,,,0,ad 8,,,0,,,
1468,Wola Jasienicka,Czortków,Brzozów,Gutsgebiete,105,35,218,4,9,13,8,0,5,0,,,0,ad 35,,,0,,,
1469,Wydrna,Czortków,Brzozów,Gutsgebiete,105,36,234,32,21,53,47,3,3,0,,,0,ad 36,,,0,,,
1470,Wzdów,Czortków,Brzozów,Gutsgebiete,105,37,693,28,26,54,42,3,9,0,,,0,ad 37,,,0,,,
1471,Zmiennica,Czortków,Brzozów,Gutsgebiete,105,38,475,11,15,26,23,3,0,0,,,0,ad 38,sum_gutsgebiete,,0,,,
1472,Summe der Gutsgebiete,Czortków,Brzozów,Gutsgebiete,105,,15494,721,660,1381,878,124,379,0,,,0,,sum_gb,,0,,,
1473,Summe d. GB. Brzozów,Czortków,Brzozów,Ortsgemeinden,105,,45225,25271,28069,53340,43980,6045,3314,1,,,0,,,,0,,,
1474,Bachórz,Czortków,Buczacz,Ortsgemeinden,105,1,600,592,661,1253,993,231,29,0,,,0,,,,0,,,
1475,Bachórz,Czortków,Buczacz,Ortsgemeinden,105,1,0,398,426,824,699,107,18,0,,,1,,,,0,,,
1476,Chodorówka,Czortków,Buczacz,Ortsgemeinden,105,2,194,235,0,429,291,124,11,0,,,1,,,,1,,,
1477,Bartkówka,Czortków,Buczacz,Ortsgemeinden,105,2,507,481,478,959,959,0,0,0,,,0,,,,0,,,
1478,Dąbrówka Starzeńska,Czortków,Buczacz,Ortsgemeinden,107,3,238,194,252,446,388,58,0,0,,,0,,,,0,,,
1479,Dylągowa ©,Czortków,Buczacz,Ortsgemeinden,107,4,1173,687,712,1399,1393,0,6,0,,,0,,,,0,,,
1480,Dynów ©,Czortków,Buczacz,Ortsgemeinden,107,5,1068,1382,1603,2985,1470,97,1409,9,,,0,,,,0,,,
1481,Harta,Czortków,Buczacz,Ortsgemeinden,107,6,1572,1166,1213,2379,2354,1,24,0,,,0,,,,0,,,
1482,Harta,Czortków,Buczacz,Ortsgemeinden,107,1,1062,1100,2162,2145,0,17,0,,,,0,,,,1,,,
1483,Lipnik ©,Czortków,Buczacz,Ortsgemeinden,107,2,104,113,217,209,1,7,0,,,,0,,,,1,,,
1484,Hłudno,Czortków,Buczacz,Ortsgemeinden,107,7,941,837,901,1738,467,1222,49,0,,,0,,,,0,,,
1485,Laskówka,Czortków,Buczacz,Ortsgemeinden,107,8,520,420,431,851,675,171,5,0,,,0,,,,0,,,
1486,Łubno,Czortków,Buczacz,Ortsgemeinden,107,9,2331,1200,1323,2523,1046,1414,63,0,,,0,,,,0,,,
1487,Nozdrzec,Czortków,Buczacz,Ortsgemeinden,107,10,794,616,660,1276,1264,10,2,0,,,0,,,,0,,,
1488,Pawłokoma,Czortków,Buczacz,Ortsgemeinden,107,11,535,510,486,996,172,821,3,0,,,0,,,vide 14,0,,,
1489,Poręby,Czortków,Buczacz,Ortsgemeinden,107,12,14,352,382,734,135,599,0,0,,,0,,,,0,,,
1490,Huty ©,Czortków,Buczacz,Ortsgemeinden,107,1,,138,145,283,74,209,0,0,,,0,,,,0,,,
1491,Jasionów ©,Czortków,Buczacz,Ortsgemeinden,107,2,,67,59,126,14,112,0,0,,,0,,,,0,,,
1492,Poręby ©,Czortków,Buczacz,Ortsgemeinden,107,3,,147,178,325,47,278,0,0,,,0,,,vide 50,0,,,
1493,Przedmieście Dynowskie,Czortków,Buczacz,Ortsgemeinden,107,13,5,560,596,1156,1084,16,56,0,,,0,,,,0,,,
1494,Igloza,Czortków,Buczacz,Ortsgemeinden,107,1,,151,167,318,309,9,0,0,,,0,,,,0,,,
1495,Przedmieście Dynowskie,Czortków,Buczacz,Ortsgemeinden,107,2,,409,429,838,775,7,56,0,,,0,,,,0,,,
1496,Siedliska ©,Czortków,Buczacz,Ortsgemeinden,107,14,479,285,260,545,220,325,0,0,,,0,,,,0,,,
1497,Ulanica ©,Czortków,Buczacz,Ortsgemeinden,107,15,492,427,443,870,853,0,17,0,,,0,,,,0,,,
1498,Wara,Czortków,Buczacz,Ortsgemeinden,107,16,599,533,517,1050,684,349,17,0,,,0,,,,0,,,
1499,Wesoła,Czortków,Buczacz,Ortsgemeinden,107,17,2046,1194,1296,2490,2467,3,20,0,,,0,,,,0,,,
1500,Magierów ©,Czortków,Buczacz,Ortsgemeinden,107,1,,73,98,171,171,0,0,0,,,0,,,,0,,,
1501,Ujazdów ©,Czortków,Buczacz,Ortsgemeinden,107,2,,180,183,363,359,0,4,0,,,0,,,,0,,,
1502,Wesoła ©,Czortków,Buczacz,Ortsgemeinden,107,3,,941,1015,1956,1937,3,16,0,,,0,,,,0,,,
1503,Wołodź,Czortków,Buczacz,Ortsgemeinden,107,18,683,375,400,775,101,658,16,0,,,0,,,,0,,,
1504,Wola Wołodzka ©,Czortków,Buczacz,Ortsgemeinden,107,1,,120,128,248,23,217,8,0,,,0,,,,0,,,
1505,Wołodź,Czortków,Buczacz,Ortsgemeinden,107,2,,255,272,527,78,441,8,0,,,0,,sum_ortsgemeinden,,0,,,
1506,Summe der Ortsgemeinden,Czortków,Buczacz,Ortsgemeinden,107,,14578,11811,12614,24425,16725,5975,1716,9,,,0,,,,0,,,
1507,Nozdrzec,Czortków,Buczacz,Ortsgemeinden,109,11,475,44,50,94,51,20,20,3,,,0,ad 10,,,0,,,
1508,Pawłokoma,Czortków,Buczacz,Ortsgemeinden,109,12,434,6,13,19,17,2,,,,,0,ad 11,,,0,,,
1509,Poręby,Czortków,Buczacz,Ortsgemeinden,109,13,200,,,,,,,,,,0,ad 12,,,0,,,
1510,Przedmieście Dynowskie,Czortków,Buczacz,Ortsgemeinden,109,14,343,39,43,82,81,1,,,,,0,ad 13,,,0,,,
1511,Siedliska,Czortków,Buczacz,Ortsgemeinden,109,15,301,24,19,43,12,7,24,,,,0,ad 14,,,0,,,
1512,Ulanica,Czortków,Buczacz,Ortsgemeinden,109,16,151,7,5,12,4,,8,,,,0,ad 15,,,0,,,
1513,Wara,Czortków,Buczacz,Ortsgemeinden,109,17,638,14,19,33,24,,9,,,,0,ad 16,,,0,,,
1514,Wesoła,Czortków,Buczacz,Ortsgemeinden,109,18,519,15,24,39,3,1,35,,,,0,ad 17,,,0,,,
1515,Bielawińce,Czortków,Buczacz,Ortsgemeinden,109,1,566,421,388,809,139,649,21,,,,0,,,,0,,,
1516,Bobulińce,Czortków,Buczacz,Ortsgemeinden,109,2,1063,844,884,1728,732,909,87,,,,0,,,,0,,,
1517,Browary,Czortków,Buczacz,Ortsgemeinden,109,3,598,370,428,798,179,609,10,,,,0,,,,0,,,
1518,Buczacz,Czortków,Buczacz,Ortsgemeinden,109,4,1787,5760,5996,11756,3078,1948,6730,,,,0,,,,0,,,
1519,Buczacz Miasto,Czortków,Buczacz,Ortsgemeinden,109,4,,3289,3537,6826,,,,,,,0,,,,,,,
1520,Buczacz I. Część,Czortków,Buczacz,Ortsgemeinden,109,4,,543,523,1066,,,,,,,0,,,,1,,,
1521,Buczacz II. Część,Czortków,Buczacz,Ortsgemeinden,109,4,,786,762,1548,,,,,,,0,,,,,,,
1522,Buczacz III. Część,Czortków,Buczacz,Ortsgemeinden,109,4,,470,478,948,,,,,,,0,,,,,,,
1523,Buczacz IV. Część,Czortków,Buczacz,Ortsgemeinden,109,4,,672,696,1368,,,,,,,0,,,,,,,
1524,Ćwitowa,Czortków,Buczacz,Ortsgemeinden,109,5,564,417,421,838,188,616,34,,,,0,,,,0,,,
1525,Dobropole,Czortków,Buczacz,Ortsgemeinden,109,6,1191,826,723,1549,1001,499,49,,,,0,,,,0,,,
1526,Dobropole,Czortków,Buczacz,Ortsgemeinden,109,6,,687,604,1291,778,467,46,,,,0,,,,0,,,
1527,Mateuszówka,Czortków,Buczacz,Ortsgemeinden,109,6,,139,119,258,223,32,3,,,,0,,,,0,,,
1528,Duliby,Czortków,Buczacz,Ortsgemeinden,109,7,1438,532,549,1081,1007,28,46,,,,0,,,,0,,,
1529,Dźwinogród,Czortków,Buczacz,Ortsgemeinden,109,8,345,546,523,1069,698,355,16,,,,0,,,,0,,,
1530,Jazłowice GO.1896©,Czortków,Buczacz,Ortsgemeinden,111,9,961,1567,1542,3109,821,981,1298,9,,,0,,,,0,,,
1531,Jezierzany ©,Czortków,Buczacz,Ortsgemeinden,111,10,665,546,545,1091,66,1025,0,0,,,0,,,,0,,,
1532,Kujdanów ©,Czortków,Buczacz,Ortsgemeinden,111,11,1172,733,730,1463,32,1403,28,0,,,0,,,,0,,,
1533,Kurdwanówka ©,Czortków,Buczacz,Ortsgemeinden,111,12,196,238,230,468,100,364,4,0,,,0,,,,0,,,
1534,Medwedowee ©,Czortków,Buczacz,Ortsgemeinden,111,13,1161,589,587,1176,117,1057,2,0,,,0,,,,0,,,
1535,Nagórzanka,Czortków,Buczacz,Ortsgemeinden,111,14,1709,1304,1359,2663,691,1749,220,3,,,0,,,,0,,,
1536,Nowosiółka Jazło-wiecka ©,Czortków,Buczacz,Ortsgemeinden,111,15,1199,653,680,1333,334,971,28,0,,,0,,,,0,,,
1537,Nowostawce,Czortków,Buczacz,Ortsgemeinden,111,16,554,487,453,940,141,771,25,3,,,0,,,,0,,,
1538,Janówka ©,Czortków,Buczacz,Ortsgemeinden,111,1,84,53,48,101,19,75,7,0,,,0,,,,0,,,
1539,Nowostawce ©,Czortków,Buczacz,Ortsgemeinden,111,2,434,405,434,839,125,696,18,0,,,0,,,,0,,,
1540,Osowee ©,Czortków,Buczacz,Ortsgemeinden,111,17,1363,902,918,1820,329,1455,36,0,,,0,,,,0,,,
1541,Petlikowce Nowe ©,Czortków,Buczacz,Ortsgemeinden,111,18,2146,349,322,671,199,460,12,0,,,0,,,,0,,,
1542,Petlikowce Stare ©,Czortków,Buczacz,Ortsgemeinden,111,19,2115,1115,1083,2198,876,1275,47,0,,,0,,,,0,,,
1543,Pilawa,Czortków,Buczacz,Ortsgemeinden,111,20,3106,299,298,597,183,405,9,0,,,0,,,,0,,,
1544,Podlesie ©,Czortków,Buczacz,Ortsgemeinden,111,21,98,206,214,420,109,7,4,0,,,0,,,,1,,,
1545,Podzameczek ©,Czortków,Buczacz,Ortsgemeinden,111,22,370,872,981,1853,1728,10,115,0,,,0,,,,0,,,
1546,Pomoree ©,Czortków,Buczacz,Ortsgemeinden,111,23,371,368,345,713,28,685,0,0,,,0,,,,0,,,
1547,Przedmieście ©,Czortków,Buczacz,Ortsgemeinden,111,24,445,359,339,698,77,594,27,0,,,0,,,,0,,,
1548,Przewłoka,Czortków,Buczacz,Ortsgemeinden,111,25,1921,1236,1303,2539,50,2431,58,0,,,0,,,,0,,,
1549,Przewłoka,Czortków,Buczacz,Ortsgemeinden,111,1,1179,1179,1239,2418,35,2325,58,0,,,0,,,,0,,,
1550,Zalesie ©,Czortków,Buczacz,Ortsgemeinden,111,2,57,64,57,121,15,106,0,0,,,0,,,,0,,,
1551,Pyszkowce ©,Czortków,Buczacz,Ortsgemeinden,111,26,939,595,591,1186,327,850,8,1,,,0,,,,0,,,
1552,Rukomysz ©,Czortków,Buczacz,Ortsgemeinden,111,27,163,186,215,401,61,330,10,0,,,0,,,,0,,,
1553,Rzepińce ©,Czortków,Buczacz,Ortsgemeinden,111,28,374,420,423,843,151,684,8,0,,,0,,,,0,,,
1554,Soroki ©,Czortków,Buczacz,Ortsgemeinden,111,29,853,590,589,1179,70,1089,20,0,,,0,,,,0,,,
1555,Trybuchowce ©,Czortków,Buczacz,Ortsgemeinden,111,30,3625,1841,1839,3680,878,2656,146,0,,,0,,,,0,,,
1556,Wierzbiatyn ©,Czortków,Buczacz,Ortsgemeinden,111,31,320,270,234,504,10,455,9,30,,,0,,,,0,,,
1557,Zaleszczyki Małe ©,Czortków,Buczacz,Ortsgemeinden,111,32,544,338,312,650,113,500,37,0,,,0,,,,0,,,
1558,Zielona ©,Czortków,Buczacz,Ortsgemeinden,111,33,697,441,447,888,6,869,13,0,,,0,,,,0,,,
1559,Żnibrody ©,Czortków,Buczacz,Ortsgemeinden,111,34,376,402,386,788,592,179,17,0,,,0,,,,0,,,
1560,Żurawince ©,Czortków,Buczacz,Ortsgemeinden,111,35,463,406,415,821,39,779,3,0,,,0,,,,0,,,
1561,Żyżnomierz,Czortków,Buczacz,Ortsgemeinden,111,36,746,630,628,1258,21,1237,0,0,,,0,,sum_ortsgemeinden,,0,,,
1562,Summe der Ortsgemeinden,Czortków,Buczacz,Ortsgemeinden,111,,34058,27658,27920,55578,15507,30881,9177,10,,,0,,,,1,,,
1563,Bielawińce,Czortków,Buczacz,Gutsgebiete,111,1,184,0,0,0,0,0,0,0,,,0,ad 1,,,0,,,
1564,Bobulińce,Czortków,Buczacz,Gutsgebiete,111,2,975,48,46,94,21,28,42,0,,,0,ad 2,,,1,,,
1565,Browary,Czortków,Buczacz,Gutsgebiete,111,3,242,25,23,48,19,25,4,0,,,0,ad 3,,,0,,,
1566,Ćwitowa,Czortków,Buczacz,Gutsgebiete,111,4,584,48,38,86,44,42,0,0,,,0,ad 5,,,0,,,
1567,Dobropole,Czortków,Buczacz,Gutsgebiete,111,5,1078,58,67,125,45,52,28,0,,,0,ad 6,,,0,,,
1568,Dobropole,Czortków,Buczacz,Gutsgebiete,111,1,0,18,21,39,20,15,4,0,,,0,,,,0,,,
1569,Mateuszówka,Czortków,Buczacz,Gutsgebiete,111,2,0,40,46,86,25,37,24,0,,,0,,,,0,,,
1570,Dźwinogród,Czortków,Buczacz,Gutsgebiete,111,6,176,14,11,25,11,9,5,0,,,0,ad 8,,,0,,,
1571,Jazłowice,Czortków,Buczacz,Gutsgebiete,111,7,468,41,129,170,138,15,8,9,,,0,ad 9,,,0,,,
1572,Jezierzany,Czortków,Buczacz,Gutsgebiete,113,8,695,53,56,109,45,55,9,,,,0,ad 10,,,0,,,
1573,Kujdanów,Czortków,Buczacz,Gutsgebiete,113,9,611,22,23,45,,12,33,,,,0,ad 11,,,0,,,
1574,Kurdwanówka,Czortków,Buczacz,Gutsgebiete,113,10,68,5,2,7,2,5,,,,,0,ad 12,,,0,,,
1575,Medwedowee,Czortków,Buczacz,Gutsgebiete,113,11,904,92,96,188,66,110,12,,,,0,ad 13,,,0,,,
1576,Nagórzanka,Czortków,Buczacz,Gutsgebiete,113,12,588,63,60,123,26,46,51,,,,0,ad 14,,,0,,,
1577,Nowosiółka Jazło-wiecka,Czortków,Buczacz,Gutsgebiete,113,13,952,78,93,171,101,59,11,,,,0,ad 15,,,0,,,
1578,Kadłubiska,Czortków,Buczacz,Gutsgebiete,113,13,,41,47,88,50,38,,,,,0,,,,0,,,
1579,Nowosiółka Jazło-wiecka,Czortków,Buczacz,Gutsgebiete,113,13,,37,46,83,51,21,11,,,,0,,,,0,,,
1580,Nowostawce,Czortków,Buczacz,Gutsgebiete,113,14,206,3,3,6,,3,3,,,,0,ad 16,,,0,,,
1581,Osowee,Czortków,Buczacz,Gutsgebiete,113,15,962,95,103,198,99,88,15,,,,0,ad 17,,,1,,,
1582,Petlikowce Nowe,Czortków,Buczacz,Gutsgebiete,113,16,115,4,6,10,,10,,,,,0,ad 18,,,0,,,
1583,Petlikowce Stare,Czortków,Buczacz,Gutsgebiete,113,17,973,45,53,98,58,12,28,,,,0,ad 19,,,0,,,
1584,Pilawa,Czortków,Buczacz,Gutsgebiete,113,18,384,42,46,88,50,18,20,,,,0,ad 20,,,0,,,
1585,Podlesie,Czortków,Buczacz,Gutsgebiete,113,19,2,4,8,12,,12,,,,,0,ad 21,,,0,,,
1586,Podzameczek,Czortków,Buczacz,Gutsgebiete,113,20,79,4,7,11,3,,8,,,,0,ad 22,,,0,,,
1587,Pomoree,Czortków,Buczacz,Gutsgebiete,113,21,824,38,45,83,13,59,11,,,,0,ad 23,,,0,,,
1588,Przedmieście,Czortków,Buczacz,Gutsgebiete,113,22,352,22,18,40,,10,30,,,,0,ad 24,,,0,,,
1589,Przewłoka,Czortków,Buczacz,Gutsgebiete,113,23,574,37,44,81,53,7,21,,,,0,ad 25,,,0,,,
1590,Pyszkowee,Czortków,Buczacz,Gutsgebiete,113,24,541,18,14,32,10,7,15,,,,0,ad 26,,,0,,,
1591,Rukomysz,Czortków,Buczacz,Gutsgebiete,113,25,141,21,17,38,13,6,19,,,,0,ad 27,,,0,,,
1592,Rzeplińce,Czortków,Buczacz,Gutsgebiete,113,26,618,42,50,92,76,16,,,,,0,ad 28,,,0,,,
1593,Soroki,Czortków,Buczacz,Gutsgebiete,113,27,938,37,36,73,43,13,17,,,,0,ad 29,,,0,,,
1594,Trybuchowce,Czortków,Buczacz,Gutsgebiete,113,28,1151,110,127,237,94,82,61,,,,0,ad 30,,,0,,,
1595,Wierzbiatyn,Czortków,Buczacz,Gutsgebiete,113,29,290,25,24,49,11,18,20,,,,0,ad 31,,,0,,,
1596,Zaleszczyki Małe,Czortków,Buczacz,Gutsgebiete,113,30,886,80,101,181,53,75,53,,,,0,ad 32,,,0,,,
1597,Zielona,Czortków,Buczacz,Gutsgebiete,113,31,244,10,13,23,7,2,14,,,,0,ad 33,,,0,,,
1598,Żnibrody,Czortków,Buczacz,Gutsgebiete,113,32,385,11,19,30,8,6,16,,,,0,ad 34,,,0,,,
1599,Żurawińce,Czortków,Buczacz,Gutsgebiete,113,33,168,14,13,27,8,4,15,,,,0,ad 35,,,0,,,
1600,Żyżnomierz,Czortków,Buczacz,Gutsgebiete,113,34,956,80,95,175,22,76,77,,,,0,ad 36,sum_gutsgebiete,,0,,,
1601,Summe der Gutsgebiete,Czortków,Buczacz,Gutsgebiete,113,,18314,1289,1486,2775,1142,955,674,4,,,0,,sum_gb,,0,,,
1602,Summe des GB. Buczacz,Czortków,Buczacz,Ortsgemeinden,113,,52372,28947,29406,58353,16649,31839,9851,11,,,0,,,,1,,,
1603,Baranów,Czortków,Monasterzyska,Ortsgemeinden,113,1,535,338,357,695,55,633,7,,,,0,,,,0,,,
1604,Barysz,Czortków,Monasterzyska,Ortsgemeinden,113,2,3656,2200,2220,4420,2570,1610,240,,,,0,,,,0,,,
1605,Bereżówka darunter Militär,Czortków,Monasterzyska,Ortsgemeinden,113,3,630,666,604,1270,956,264,48,2,,,0,,,,0,,,
1606,Bertuiki,Czortków,Monasterzyska,Ortsgemeinden,115,4,185,260,273,533,44,489,-,-,,,1,,,,0,,,
1607,Bobrowniki,Czortków,Monasterzyska,Ortsgemeinden,115,5,460,471,457,928,66,856,6,-,,,0,,,,0,,,
1608,Czechów,Czortków,Monasterzyska,Ortsgemeinden,115,6,549,348,357,705,32,665,8,-,,,1,,,,0,,,
1609,Dubienko,Czortków,Monasterzyska,Ortsgemeinden,115,7,518,496,538,1034,595,434,5,-,,,0,,,,0,,,
