id,content
558,"BOHORODCZANY (Yid. Bradshin) Stanislawow dist., Poland, today Ukraine. Jews appear with the founding of the town at the end of the 17th cent. The community grew to a peak of 2,505 (total 4,781) in 1890, after which a decline set in. In the 19th and e"
559,"BOHUMIN Silesia,Czechoslovakia.A J. soapmanufacturer and a J. distiller are mentioned in 1655. A synagogue was openedin 1900 and a community center in 1924. The community also maintained an elementary school. The J. pop. reached 801 (total 9,607) in "
560,"BOIAN Bukovina, Rumania, today Ukraine. Jews were granted permission to settle in 1860. R. Yitzhak Friedmann of Sadagora set up his hasidic court in 1886. In 1914, Russian troops burned the J. quarter and the majority of the 2,573 Jews left. The J. p"
561,"BOJARKA Kiev dist., Ukraine. Jews numbered 13 in 1765 and 721 in 1897.B. attractedJ. summer vacationers, among them the historian Simon Dubnow (1860-1940). Shalom Aleichem (1859-1916) lived and wrote in the town for many years. In July and Sept. 1919"
562,"BOJNA Slovakia, Czechoslovakia, today Republic of Slovakia. An independent community (in the vicinity of Topolcany) existedin the village from the early 19th cent., reaching a pop. of 125 in 1880 and maintaining a synagogue, cemetery, and elementary "
563,"BOKONY Szabolcs dist., Hungary. Jews settled in thelate 18thcent.,numbering 197 in 1880. After widespreadpillaging following WWI,many leftandthepop. stood at 137 in 1930. The 75-80 Jews there in spring 1944 were transferred to Nyiregyhaza and then de"
564,"BOKOVO-ANTRATSIT Voroshilovgrad dist., Ukraine. The J. pop. in 1939 was 118 (total 13,297). The Germans captured the town on 18 July 1941. On 11 Aug. 1942, the German police apprehended and brutally torturedthe J. partisanValentinaOzhoginabefore exec"
565,"BOLDVA Borsod dist., Hungary. Jews were present in 1747 andnumbered65 in 1930. They weredeported to Auschwitz via Edeleny and Miskolc on 10 June 1944."
566,"BOLECHOW Stanislawow dist., Poland, today Ukraine. Jews appeared with the founding of the town in 1612 and enjoyed equal rights under its proprietors. The town was burned by the Tartars in 1669 and capturedby the Swedes at the beginning of the 18th c"
567,"BOLESLAWIEC Lodz dist., Poland. Jews first settled in the mid-17th cent. and numbered 504 in 1939, dropping to 474 in the following year. By the end of Aug. 1941,none remained. In Oct. 1945 the eight survivors were murdered by a Polish right-wing und"
568,"BOLESOV Slovakia,Czechoslovakia,todayRepublic of Slovakia. J.refugees fromMoravia may have settled in thelate 17thcent.A few J. families werepresent in the first half of the 18th cent., the J. pop. reaching a peak of 112 (total 554) in 1828. In the m"
569,"BOLGRAD Bessarabia,Rumania,todayRepublic of Moldova. It is not known precisely when the Jews began to settle in B. In 1869, the Turks, who controlled B. from 1856 to 1878, tried to expel them from the town. A synagogue and a prayer house for craftsme"
570,"BOLIMOW Lodz dist. Poland.In themid-18th cent. a number of J. innkeepers settled here. The community numbered 339 in 1897. Many of the J. artisans were carpenters.In WWI, after heavy fighting and the use ofpoison gas, B. was in ruins and the Jews fle"
571,"BOLLENDORF Rhineland, Germany. Jews first settled in the mid-19th cent. and reached a peak pop. of 110 (9% of the total) in 1914.Most weremerchants, some trading in cattle and horses; some acted as moneylenders.Jewswereactiveinpublic andsociallife bu"
572,"BOLOGNA Italy. The first J. settlements date back to the third and fourth cents. The Jews are mentioned in 1171, when they were temporarily expelled. In 1366 they were confined within a separate quarter, and in 1417 they were compelled to wear the J."
573,"BOLSHAIA VRADIEVKA Odessa dist., Ukraine. The J. pop. in 1939 was 481 (total 7,022). The town was captured by the Germans in Aug. 1941 and by early Sept. 6,500 Jews from the region were murdered near the village of Berezki. The Rumanians expelled tho"
574,"BOLSHAYIA ALEKSANDROVKA Nikolaiev dist., Ukraine. Jews settled in the mid-19th cent and numbered111(total 6,266)in 1939.TheGermansoccupied B. on 28 Aug. 1941 and probably murdered 124 local residents in Sept., most of them Jews."
575,"BOLSHIYE NEZGORTSI Zhitomir dist., Ukraine. The J. pop. was 339 in 1897 and 114 (total 1,472) in 1926 under the Soviets. The Germans capturedB. in Aug. 1941.Most of theJewsperishedin theHolocaust."
576,"BOLSHOY TOKMAK (also Vel. Tokmak) Zaporozhe dist, Ukraine. Jews numbered 2,421 (total 19,326) in 1897 and 1,356 in 1939 under the Soviets. The Germans arrived on 7 Oct. 1941, murdering 837 people (most of them Jews) on the outskirts of the city and 1"
577,"BOLSZOWCE (Yid. Bolshevits) Stanislawow dist., Poland. Jews are recorded from 1635 with an independent community in the late 18th cent. The sufferings of WWI led to a radical decline in the J. pop., from 2,256 (60% of the total) in 1900 to 825 (40%) "
578,"BONFELD Wouerttemberg, Germany. The permanent J. settlement dates from the second halfof the 18th cent., reaching a peak pop. of 129 in 1854. Jews played a leading role in B.'s economy, owning stores and engaging in the cattle trade. In the Nazi era "
579,"BONN Rhineland, Germany. Jews were present by the 11th cent. at the latest. In the mid-12th cent. the flourishing community became a leading center of talmudic studies. Among its outstanding scholars were the tosafists R. Shemuel ben Natronai and his"
580,"BONNLAND Lower Franconia, Germany. Jews numbered 73 in 1816 and eight in 1933 (total 273); three are known to have emigrated to the U.S. in 1937-38."
581,"BONN-POPPELSDORF Rhineland, Germany. Jews are mentioned in 1624 and in 1685-86, six Jewshadlettersof protection. In 1808 the J.pop. numbered 42. The community was attached to the Bonn consistory in 1809 and to the Bonn regional congregation in 1855 u"
582,"BONYHAD Tolna dist., Hungary. Jews from Austria, Germany, and Moravia arrived, under the protection of estate owners, after the expulsion of the Turks in the early 18th cent. They became known as manufacturers of smoking pipes and some also joined th"
583,"BOPPARD Rhineland, Germany. A J. community existed in the 12th cent., augmented at the turn of the 12th cent. by Jews expelled from France by Philip II. Jews lived in a Street of the Jews and had the use of asynagogue. They were subject to repeated p"
584,"BORCULO (Borkelo) Gelderland dist., Holland. Jews first settled in the 17th cent. A community existed in the 18th cent. and grew significantly in the mid-19th cent., when its activities were also developed. The J. pop. in 1941 was 123. In 1942 some 7"
585,"BORDEAUX Gironde dist., France. The first reference to Jews in B. dates to the second half of the sixth cent. SinceB. was underEnglish sovereigntybetween 1154-1453, the Jews were spared the edicts of expulsion issued by the kings of France, but they "
586,"BOREMEL (Michalowka) Volhynia dist., Poland, today Ukraine. Jews settled shortly before 1782 and numbered 1,047 in 1897 and 857 (95% of the total) in 1921. Olyka and Turzysk Hasidim had their own synagogues and the Zionists were active from the early"
587,"BORGHORST Westphalia, Germany. Jews settled in 1720, building a synagogue in 1854 and opening a cemetery in 1900. Their pop. from the mid-19th cent. to 1933 was 40-50 (usually less than 1% of the total). The synagogue was burned on Kristallnacht (9-1"
588,"BORISOV Minsk dist, Belorussia. J. settlement began in the 16th cent. The community was one of the most important in Lithuania at the time, with a pop. of 266 in 1766. In 1811, the J. pop. was 865,rising to 7,722 (total 15,063) in 1897. Israel's fift"
589,"BORKEN (I) Hesse-Nassau, Germany. Established in the 18th cent., the community maintained a J. elementary school (1823-1934), numbered 204 (16% of the total) in 1895, and was affiliated with Kassel's rabbinate. Of the 141 Jews living there in 1933, 7"
590,"BORKEN (II) Westphalia, Germany. Jews were occasionallypresent from the early 14th century but permanent settlement began in the 1660s. Eight families were present in the latter half of the 18th cent. and by 1871 the J. pop. had grown to 90. A synago"
591,"BORKOVICHI Vitebsk dist., Belorussia. The J. pop. was 92 (total180)in 1920.A J. elementary school servedthe areaanduntil themid-1920s, Jews operated private farms. The Germans arrived in July 1941 and murdered the few remaining Jews who had not fled "
592,"BORNE Overijssel dist., Holland. J. settlement began in the late 17th cent. The J. pop. in 1860 was 68. Much of the community's development was due to the influential Spanjaard family. The J. pop. in 1941 was 116 (total 10,722). The Germans deported "
593,"BORNHEIM Rhineland, Germany. Individual Jews were present in the 17th cent. In 1843, the J. pop. was 73, served by the community's 17th cent. synagogue. A new synagogue was consecrated in 1866. Jews were active in local life, particularly from the mi"
594,"BORODIANKA Kiev dist., Ukraine. Jews settled in the 18th cent., numbering 353 in 1765 and 621 in 1897. Most were Hasidim. In fall 1917, Jews were attacked by gangs and on 23 Feb. 1923, by Petlyura's bands. Two were murdered. In 1939, under the Soviet"
595,"BOROVAJA (Antopol; among Jews, Borovka) Latgale dist., Latvia. This 20th cent. J. community was one of the youngest in Latvia and numbered 176 (total 715) in 1935, living in an atmosphere of general prosperity and communal harmony. Habad Hasidim and "
596,"BOROVKA Vinnitsa dist., Ukraine. Jews numbered 48 in 1784 and 126 in 1847. A J. kolkhoz founded in 1929hadapop. of 419 in 1931.A J. elementary school was opened in the mid-1920s and a J. rural council was establishedin 1931.In 1939, the J. pop. was 2"
597,"BOROVSK Moscow dist., Russia. Jews numbered 43 in 1926. The few who remained and had neither fled nor been evacuated were murdered after the arrival of the Germans on 15 Oct. 1941."
598,"BOROWA Cracow dist., Poland. The Jews numbered 186 (total 1,256) in 1921. Restriction of movement and confiscation of property under the Germans in WWII left them without a means of livelihood. The community wasexpelledto Radomyslandwerecaught up in "
599,"BOROWAYA Kiev dist., Ukraine. The J. pop. in 1939 was 176. After their arrival on 30 July 1941, the Germans murdered the Jews."
600,"BORSA N. Transylvania dist., Rumania. Jews from Galicia settled in the mid-18th cent., buying and leasing land. The pop. in 1891 was 1,432 (23% of the total). In the late 19th cent. R. Pinhas Hager set up his hasidic court in B. and it became the str"
601,"BORSEC (Hung. Borszek) N. Transylvania dist., Rumania. Jews settled in this health spa in the late 19th cent. and supplied services to the vacationers. The J. pop in 1920 was 92 (6% of the total). The majority left in 1942 for other towns in Rumania."
602,"BORSHCHAGOVKA Vinnitsa dist., Ukraine. Four J. families were present in 1763. The J. pop. was 1,853 (total 3,196) in 1897, dropping to 230 in 1926 after most Jews left in the wake of a pogrom staged on 3 July 1919. Twelve families (50 Jews) remained "
603,"BORSZCZOW Tamopol dist., Poland. Though thereis evidence of J.settlement in the 17th cent., significant development can only be traced to the 18th cent., with the pop. reaching a peak of 1,808 in 1890 (out of a total 4,331). Emigration, mostly to the"
604,"BORYNIA Lwow dist., Poland, today Ukraine. In 1880 there were 86 Jews in a pop. of 1,323. With the arrival of the Gestapo a few months after the Germans took the town on 1 July 1941,theJews were systematically murdered through the end of 1942. Only a"
605,"BORYSLAW Lwow dist., Poland, today Ukraine. The small J. community of the early 19th cent. grew to 7,752 in 1890 (75% of the total), owing largely to the development of the oil industry which Jewshelped to pioneer.By 1880 the industry employed3,000 J"
606,"BORYSOPOL Kiev dist., Ukraine. Jews settled in the 17th cent.but the community endedin the Chmielnicki massacres of 1648-49. Jews were injured and J. property was looted in peasant rioting in July 1881. In 1897, the J. pop. was 1,094. The Zionists be"
607,"BORZAVA (Hung. Nagyborzsva) Carpatho-Russia, Czechoslovakia, today Ukraine. J. settlement began at the end of the 18th cent. with the J. pop. standing at 71 in 1880 and 113 (total 809) in 1921. A few Jews farmed. B. was annexed to Hungary in Nov. 193"
