id,name,region,country,modern_country,presence_type,year_code,source,alternative_names,events,notes
1586,GELNICA,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,18LX,Jews arrived in the 1850s,"[{'lang': 'hun', 'name': 'Golnicbanya'}]",[],
1587,GELSENKIRCHEN,Westphalia,Germany,,jews_arrived,17EX,Jews settled in the early 18th cent.,[],[],
1588,GELVONAI,Ukmerge,Lithuania,,jews_arrived,16XX,Jews began settling here in the 17th cent.,"[{'lang': 'yid', 'name': 'Gelvan'}]",[],
1589,GEMEN,Westphalia,Germany,,first_mention,1567,Jews are mentioned in 1567,[],[],
1590,GEMMINGEN,Baden,Germany,,jews_present,18XX,their presence is only known for certain from the 18th cent.,[],[],
1591,GEMUEND,Rhineland,Germany,,jews_present,17EX,Jews were present from the early 18th cent.,[],[],
1592,GEMUENDEN,Lower Franconia,Germany,,jews_arrived,17MX,Jews appeared in the mid-17th cent.,[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': 'medieval community destroyed', 'source': 'The medieval J. community was destroyed in the Rindfleisch massacres of 1298'}]",
1593,GEMUENDEN AN DER WOHRA,Hesse-Nassau,Germany,,community_founded,18EX,Jews only established a community there in the early 19th cent.,[],[],
1594,GEMUENDEN I. HUNSRUECK,Rhineland,Germany,,community_present,18EX,A J. community of about 100 existed in the early 19th cent.,[],[],
1595,GEMZSE,Szabolcs,Hungary,,first_mention,1770,Jews are mentioned in 1770,[],[],
1596,GENDRINGEN,Gelderland,Holland,,jews_present,17XX,Jews lived there from the 18th cent.,[],[],
1597,GENGENBACH,Baden,Germany,,POP,1875,The J. pop. in 1875 was 42.,[],[],
1598,GENICHESK,Zaporozhe,Ukraine,,POP,1897,"In 1897, the J. pop. was 2,816",[],"[{'event': 'pogrom', 'year': '1905', 'impact': 'three-day pogrom', 'source': 'In fall 1905, a three-day pogrom was staged against the Jews.'}]",
1599,GENNEP,Limburg,Holland,,community_present,18XX,The community dated from the 19th cent.,[],[],
1600,GENOA,Liguria,Italy,,jews_present,5XX,The J. presence dates back to the sixth century.,[],[],
1601,GENSINGEN,Hesse,Germany,,community_founded,1804,"Established in 1804, the community",[],[],
1602,GENTHIN,Saxony,Germany,,jews_arrived,17LX,A continuous J. settlement began only at the end of the 18th cent.,[],"[{'event': 'Black Death persecutions', 'year': '1349', 'impact': 'Jews expelled', 'source': 'In 1349, Jews living in G. were expelled during the Black Death persecutions.'}]",
1603,GEOAGIU,S. Transylvania,Rumania,,community_present,18LX,A J. community existed here in the late 19th cent.,"[{'lang': 'hun', 'name': 'Algyogyfalu'}]",[],
1604,GEORGENSGMUEND,Middle Franconia,Germany,,jews_present,15LX,Jews were present in the late 16th cent.,[],[],
1605,GERA,Thuringia,Germany,,jews_present,13XX,evidence of sporadic settlement ... since the 14th cent.,[],"[{'event': 'expulsions', 'year': '', 'impact': 'sporadic expulsions', 'source': 'evidence of ... expulsion of Jews from G. since the 14th cent.'}]",
1606,GERGELYIUGORNYA,Bereg,Hungary,,community_founded,18XX,A small Orthodox community was organized in the 19th cent.,[],[],
1607,GERMANOWKA,Kiev,Ukraine,,POP,1775,Jews numbered ten in 1775,[],"[{'event': 'riots', 'year': '1919-08-29 and 1919-09-28', 'impact': 'Jews attacked in riots', 'source': 'On 29 Aug. and 28 Sept. 1919, the Jews were attacked in riots.'}]",
1608,GERMERSHEIM,Palatinate,Germany,,first_mention,1343,"On 26 April 1343, they were burned at the stake",[],"[{'event': 'blood libel', 'year': '1343-04-26', 'impact': 'Jews burned at the stake', 'source': 'On 26 April 1343, they were burned at the stake following a blood libel.'}]",
1609,GERNSBACH,Baden,Germany,,jews_arrived,1683,Jews first settled in 1683,[],[],
1610,GERNSHEIM,Hesse,Germany,,community_founded,17LX,Founded in the late 18th cent.,[],[],
1611,GERODA,Lower Franconia,Germany,,POP,1880,The J. community numbered 63 in 1880,[],[],
1612,GEROLDSHAUSEN,Lower Franconia,Germany,,POP,1814,Jews numbered 50 in 1814,[],[],
1613,GEROLSTEIN,Rhineland,Germany,,jews_present,13MX,A few Jews were present before the Black Death persecutions of 1348–49,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'Jews persecuted', 'source': 'before the Black Death persecutions of 1348–49'}, {'event': 'residence rights granted', 'year': '1719', 'impact': 'two protected Jews received residence rights', 'source': 'In 1719, two protected Jews received residence rights'}]",
1614,GEROLZHOFEN,Lower Franconia,Germany,,community_founded,16EX,The modern community dates from the first half of the 17th cent.,[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': 'Jews were victims', 'source': 'Jews were victims of the Rindfleisch massacres of 1298'}, {'event': 'cemetery consecrated', 'year': '1639', 'impact': 'cemetery consecrated', 'source': 'a cemetery consecrated in 1639'}]",
1615,GERRESHEIM,Rhineland,Germany,,jews_present,17MX,"In the mid-18th cent., there were 29 Jews living in G.",[],"[{'event': 'affiliated to Duesseldorf community', 'year': '1840', 'impact': 'community affiliation', 'source': 'From 1840, the community was affiliated to the Duesseldorf community'}]",
1616,GERSFELD,Hesse-Nassau,Germany,,community_founded,1750,Established around 1750,[],"[{'event': 'new synagogue built', 'year': '1886', 'impact': 'third synagogue built after disastrous fire', 'source': 'A new synagogue (its third) was built after a disastrous fire in 1886'}]",
1617,GESEKE,Westphalia,Germany,,first_mention,1629,Jews are first mentioned in 1629,[],"[{'event': 'family quota set', 'year': '1700', 'impact': 'quota of 13 families', 'source': 'in 1700 a quota of 13 families was established for the town'}]",
1618,GESZTELY,Zemplen,Hungary,,first_mention,1736,Jews are first mentioned in 1736,[],[],
1619,GHARIAN,Tripolitania,Libya,,POP,,The J. pop. lived in three localities in the area,[],[],
1620,GHENT,East Flanders,Belgium,,jews_present,11EX,The Jews were expelled from the city as from the rest of Flanders in 1125,"[{'lang': 'nld', 'name': 'Gent'}]","[{'event': 'expulsion', 'year': '1125', 'impact': 'Jews expelled from Ghent and Flanders', 'source': 'The Jews were expelled from the city as from the rest of Flanders in 1125'}]",
1621,GHEORGHENI,N. Transylvania,Rumania,,jews_arrived,18MX,Jews settled in the mid-19th cent.,"[{'lang': 'hun', 'name': 'Gyergyoszentmiklos'}]",[],
1622,GHERLA,N. Transylvania,Rumania,,jews_arrived,18EX,Jews settled in the early 19th cent.,"[{'lang': 'hun', 'name': 'Szamosujvar'}]","[{'event': 'synagogue built', 'year': '1903', 'impact': 'synagogue seating several hundred built', 'source': 'In 1903 a synagogue seating several hundred was built'}]",
1623,GHIMES-FAGET,N. Transylvania,Rumania,,jews_arrived,18MX,Jews settled in the mid-19th cent.,"[{'lang': 'hun', 'name': 'Gyimesbukk'}]","[{'event': 'persecution', 'year': '19LX', 'impact': 'persecuted by local population', 'source': 'At the end of the cent. they were persecuted by the local pop.'}]",
1624,GIDLE,Lodz,Poland,,community_present,,Jews were involved in agriculture and services to Christian pilgrims,[],[],
1625,GIEBELSTADT,Lower Franconia,Germany,,community_present,18MX,A community is known from the mid-18th cent.,[],"[{'event': 'synagogue consecrated', 'year': '1799', 'impact': 'synagogue consecrated', 'source': 'a synagogue was consecrated in 1799'}]",
1626,GIEDRAICIAI,Ukmerge,Lithuania,,community_founded,18EX,The J. community dates to the beginning of the 19th cent.,"[{'lang': 'yid', 'name': 'Gedrevitsh'}]",[],
1627,GIELNIOW,Lodz,Poland,,POP,1857,The J.pop. in 1857 was 124.,[],[],
1628,GIESENKIRCHEN,Rhineland,Germany,,first_mention,1737,Protected Jews are known from 1737.,[],[],
1629,GIESSEN,Hesse,Germany,,jews_present,12MX,Jews lived there from the mid-13th cent.,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'community annihilated', 'source': 'their community was annihilated in the Black Death persecutions of 1348-49'}, {'event': 'expulsion', 'year': '15EX', 'impact': 'banished', 'source': 'After returning early in the 15th cent., Jews were bani...'}]",
1630,GILGENBURG,East Prussia,Germany,Poland,POP,1880,The J. community numbered 119 Jews in 1880,"[{'lang': 'pol', 'name': 'Dąbrowno'}]",[],
1631,GILSERBERG,Hesse-Nassau,Germany,,community_founded,1830,Established around 1830,[],[],
1632,GIMBSHEIM,Hesse,Germany,,jews_arrived,16XX,Jews first arrived there in the 17th cent.,[],[],
1633,GINDORF,Rhineland,Germany,,jews_present,17LX,A small J. settlement existed in the second half of the 18th cent.,[],"[{'event': 'blood libel-related unrest', 'year': '1834', 'impact': 'antisemitic outbursts', 'source': 'Antisemitic outbursts followed blood libels in the area in 1834'}, {'event': 'blood libel-related unrest', 'year': '1892', 'impact': 'antisemitic outbursts (Xanten)', 'source': 'Antisemitic outbursts... in 1892 (the latter in Xanten)'}]",
1634,GIRALTOVCE,Slovakia,Czechoslovakia,Republic of Slovakia,community_founded,19MX,became organized around the mid-19th cent. when a synagogue was built,"[{'lang': 'hun', 'name': 'Giralt'}]",[],
1635,GIRKALNIS,Raseiniai,Lithuania,,POP,1897,The J. pop. was 530 in 1897,"[{'lang': 'yid', 'name': 'Girtegole'}]",[],
1636,GIULESTI,N. Transylvania,Rumania,,jews_arrived,17EX,Jews settled in the early 18th cent.,"[{'lang': 'hun', 'name': 'Maragyulafalva'}]",[],
1637,GIURGIU,Walachia,Rumania,,jews_arrived,18EX,Sephardi J. merchants came to G. from the Balkans in the 1820s,[],[],
1638,GLADBECK,Westphalia,Germany,,jews_arrived,1822,The first Jews settled in 1822,[],[],
1639,GLADENBACH,Hesse-Nassau,Germany,,community_founded,17LX,Established before 1770,[],[],
1640,GLATZ,Lower Silesia,Germany,Poland,first_mention,1300,Jews are first mentioned in 1300.,"[{'lang': 'pol', 'name': 'Kłodzko'}]","[{'event': 'expulsion', 'year': '1492', 'impact': 'all Jews expelled', 'source': 'All the Jews were expelled in 1492'}]",
1641,GLAUBERG,Hesse,Germany,,POP,1900,numbering 30 (about 5% of the total) in 1900,[],[],
1642,GLEHN,Rhineland,Germany,,jews_present,1716,Two families were present in 1716,[],[],
1643,GLEICHERWIESEN,Thuringia,Germany,,jews_arrived,1680,Jews first settled here in 1680,[],[],
1644,GLEIWITZ,Upper Silesia,Germany,Poland,jews_present,13XX,Jews were probably present in the 14th cent.,"[{'lang': 'pol', 'name': 'Gliwice'}]","[{'event': 'expulsion', 'year': '1587', 'impact': 'Jews expelled from the city', 'source': 'in 1587... they were expelled from the city'}]",
1645,GLEMBOKIE,Vilna,Poland,Belarus,jews_arrived,17XX,Jews first settled in the 18th cent,[],[],
1646,GLINIANY,Tarnopol,Poland,Ukraine,first_mention,1474,Jews are first noted from 1474 as leaseholders,"[{'lang': 'yid', 'name': 'Glina'}]","[{'event': 'Chmielnicki massacres', 'year': '1648–1649', 'impact': 'a number of Jews killed', 'source': 'A number of Jews were killed in the Chmielnicki massacres of 1648–49'}]",
1647,GLINKA,Smolensk,Russia,,jews_arrived,18XX,Jews probably arrived in the mid- or late 19th cent.,[],"[{'event': 'pogrom', 'year': '1919', 'impact': 'a few killed; Jewish homes seriously damaged', 'source': 'In 1919, a few were killed and J. homes seriously damaged in a pogrom'}]",
1648,GLINKI,Volhynia,Poland,Ukraine,POP,1921,"The J. pop. in 1921 was 317 (total 1,134)",[],[],
1650,GLINSKO,Lwow,Poland,Ukraine,POP,1921,The J. pop. in 1921 was 124,[],[],
1651,GLOD,N. Transylvania,Rumania,,community_founded,18EX,A J. community was organized in the early 19th cent.,[],[],
1652,GLOGAU,Lower Silesia,Germany,Poland,first_mention,1280,Jews are mentioned in 1280 as residents... maintaining a synagogue and cemetery,"[{'lang': 'pol', 'name': 'Glogow'}]",[],
1653,GLOGOW,Lwow,Poland,,jews_arrived,16LX,Jews apparently settled in the late 17th cent.,[],[],
1654,GLOWACZOW,Kielce,Poland,,jews_arrived,15MX,Jews settled in the mid-16th cent.,[],[],
1655,GLOWNO,Lodz,Poland,,jews_present,17LX,"From the second half of the 18th cent., Jews constituted a majority",[],"[{'event': 'cholera epidemic', 'year': '1848', 'impact': 'Jews suffered from a cholera epidemic', 'source': 'In 1848 they suffered from a cholera epidemic'}]",
1656,GLUKHOV,Sumy,Ukraine,,first_mention,17EX,Jews are mentioned in the 1720s,[],"[{'event': 'pogrom', 'year': '7 March 1918', 'impact': 'over 100 Jews killed', 'source': 'Red Army soldiers killed over 100 Jews in a pogrom'}]",
1657,GLUSHA,Mogilev,Belorussia,,POP,1926,The J. pop. was 51 in 1926,[],[],
1658,GLUSK,Lublin,Poland,,community_present,18EX,community numbered around 400 from the early 19th cent.,[],[],
1659,GLUSSK,Polesie,Belorussia,,first_mention,16XX,Jews are first mentioned in the 17th cent.,[],[],
1660,GNAZDA,Slovakia,Czechoslovakia,Republic of Slovakia,POP,,The J. pop. was about 90 with a prayer house and cemetery in use.,[],[],
1661,GNIEWOSZOW,Kielce,Poland,,jews_arrived,17LX,Jews settled in the late 18th cent.,[],"[{'event': 'World War I expulsions', 'year': '1914–1918', 'impact': 'population dropped to 585', 'source': 'dropping to 585 after the expulsions and flight of WWI'}]",
1662,GNIEZNO,Poznan,Poland,,first_mention,11XX,Jews are first mentioned in the 12th cent.,[],[],
1663,GNIVAN,Vinnitsa,Ukraine,,jews_present,18XX,Few Jews were present in the 19th cent.,[],[],
1664,GNODSTADT,Lower Franconia,Germany,,first_mention,15LX,Jews are first mentioned in the late 16th cent,[],[],
1665,GOCH,Rhineland,Germany,,jews_present,12XX,Jews were present in the 13th cent.,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'community destroyed', 'source': 'following the destruction of the Black Death persecutions of 1348-49'}]",
1666,GOCHSHEIM,Lower Franconia,Germany,,community_present,15MX,An organized community with a synagogue existed in the mid-16th cent.,[],[],
1667,GODDELAU,Hesse,Germany,,POP,,"the Jews numbered 63 in 1861, dwindling to 19 in 1933",[],[],Formed one community with nearby Wolfskehlen
1669,GODOLLO,Pest-Pilis-Solt-Kiskun,Hungary,,jews_arrived,18EX,Jews settled in the first half of the 19th cent.,[],[],
1670,GOECKLINGEN,Palatinate,Germany,,first_mention,1684,Jews are first mentioned in 1684,[],[],
1671,GOEPPINGEN,Wuerttemberg,Germany,,jews_present,1348,early J. community was destroyed in the Black Death persecutions of 1348-49,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'early community destroyed', 'source': 'early J. community was destroyed in the Black Death persecutions of 1348-49'}, {'event': 'expulsion', 'year': '1462', 'impact': 'Jews expelled', 'source': 'The few Jews there in 1462 were expelled soon after'}]",
1672,GOERLITZ,Lower Silesia,Germany,,jews_arrived,12EX,Jews probably arrived with the foundation of the city in the first half of the 13th cent.,[],[],
1673,GOETTINGEN,Hanover,Germany,,first_mention,1289,first evidence of a protected Jew (Schutzjude) dates from 1289,[],[],
1674,GOLANCZ,Poznan,Poland,,jews_arrived,1766,Jews first settled in 1766 under a charter of privileges,[],[],
1675,GOLAYA PRISTAN,Nikolaev,Ukraine,,jews_arrived,18EX,Jews probably settled in the early 19th cent.,[],[],
1676,GOLCUV JENIKOV,Bohemia,Czechoslovakia,,jews_present,15LX,Jews were probably present in the late 16th cent.,[],[],
1677,GOLDAP,East Prussia,Germany,Poland,POP,1843,The J. pop. was 60 in 1843,[],[],
1678,GOLDBACH,Lower Franconia,Germany,,community_present,17EX,An organized community is mentioned in the early 18th cent.,[],[],
1679,GOLINA,Lodz,Poland,,jews_present,17EX,Jews lived here in the early 18th cent. after the ban on J. settlement was lifted.,[],[],
1680,GOLLNOW,Pomerania,Germany,Poland,jews_present,1782,"In 1782, there were 62 Jews living in G.","[{'lang': 'pol', 'name': 'Goleniów'}]",[],
1681,GOLOGORY,Tarnopol,Poland,Ukraine,first_mention,1470,Jews are first mentioned in 1470,[],[],
1682,GOLOSKOV,Odessa,Ukraine,,POP,1897,"The J. pop. was 1,272 in 1897",[],"[{'event': 'riot', 'year': '1907-02-01', 'impact': 'Jewish stalls overturned and burned', 'source': 'Ukrainian rioters overturned and burned J. stalls in the market'}]",
1683,GOLOVANEVSK,Odessa,Ukraine,,jews_arrived,17MX,Jews settled in the mid-18th cent.,[],"[{'event': 'Petliura forces pogrom', 'year': '1919-08-04', 'impact': 'pogrom against Jews', 'source': 'On 4 Aug. 1919, the Petly…'}]",
1684,GOLOVCHIN,Mogilev,Belorussia,,POP,1765,The J. pop. was 280 in 1765,[],[],
1685,GOLUB-DOBRZYN,Pomerania,Poland,,community_present,16MX,They suffered greatly in the Swedish wars of the mid-17th cent.,[],"[{'event': 'Swedish wars', 'year': '17MX', 'impact': 'community suffered greatly', 'source': 'suffered greatly in the Swedish wars of the mid-17th cent.'}]",
1686,GOLUBOVKA,Voroshilovgrad,Ukraine,,POP,1939,The J. pop. in 1939 was 166,[],[],
1687,GOMBIN,Warsaw,Poland,,community_founded,17EX,only in the early 18th … did J. community life take root,[],[],
1688,GOMEL (I),Vitebsk,Belorussia,,POP,1920,The J. pop. was 129 (total 140) in 1920,[],[],
1689,GOMEL (II),Gomel,Belorussia,,community_present,1639,an organized community was already in existence in 1639,[],"[{'event': 'Chmielnicki massacres', 'year': '1648–1649', 'impact': 'about 2,000 Jews murdered', 'source': 'About 2,000 Jews were murdered during the Chmielnicki massacres of 1648–'}]",
1690,GONC,Abauj-Torna,Hungary,,jews_arrived,18LX,Jews from Carpathia arrived in the late 18th cent.,[],[],
