line_id,code,prov,dist,name,ziv_yearcode,year_code,upper_bound,lower,mid_range,source,note,cen,approx_code
479,KLS_KNN_GLN,Kalisz,Konin,Golina,,17EX,1750,1700,1725,Jews lived here in the early 18th cent. after the ban on J. settlement was lifted. The J. pop. in 1897 was 679 (38% of the total). In July 1940 the Jews were expelled to Zagorow andother ghettoesandsharedthe fateof thelocal,,1700,EX
480,PRU_PMM_GLLN,Preussen,Pommern,Gollnow,,1782,1782,1782,1782,"In 1782, there were 62 Jews living in G. and 165 in 1840. A synagogue and a cemetery were established. When the Nazis came to power in 1933, the community numbered 73. The last four J. busines",,1700,
481,GLC_TRN_GLGR,Galicia,Zloczow,Gołogóry,,1470,1470,1470,1470,"Jews are first mentioned in 1470, with a synagogue built at the beginning of the 17th cent. The number of Jews reached a peak of 1,216 (total 2,766) in 1880 but declined by 60% after WWI and the attacks",,1400,
482,POD_BLT_GLSK,Podolia,Balta,Goloskov,18EX,1897,1897,1897,1897,"The J.pop. was 1,272 in 1897 and 1,572 (total 4,887) in 1926. On 1 Feb. 1907, Ukrainian rioters overturned and burned J. stalls in the market. In the 1920s, under the Soviets, about 90 J. families worked in agriculture i",,1800,
483,POD_BLT_GLVN,Podolia,Balta,Golovanevsk,17MX,17MX,1775,1750,1750,"Jews settled in the mid-18th cent. and numbered 456 in 1790 and 4,320 (total 8,148) in 1897. In 1910, a private J. boys' school was opened. On 4 Aug. 1919, the Petlyura gangs murdered 200 Jews. J. self-defense force",,1700,MX
484,MGL_MST_GLVC,Mogilev,Mstislavl,Golovchin,1765,1765,1765,1765,1765,"The J. pop. was 280 in 1765 and 433 in 1897. Jews earned their livelihoods in petty trade and crafts. In 1923, under the Soviets, the J. pop. was 378 (total 1,395), with 49 families employed in agriculture in 1924",,1700,
485,PLC_RYP_GLBD,Plock,Wabrzezno,Golub / Dobrzyń,,16MX,1675,1650,1650,Jews established a flourishing community on the east bank of the Drawanicze River dividing the town. They sufferedgreatly in the Swedish wars of themid-17th cent. but recovered quickly and numbered 795 in 1765. After,,1600,MX
486,PRU_OST_GMBN,Preussen,Gabin,Gumbinnen,,17EX,1750,1700,1725,"J. residents are mentioned from the 16th cent. but only in the early 18th, with the recovery of the town from the Swedish invasion (1655), did J. community life takeroot. The J. pop. grew to 2,539, or half the total, by t",,1700,EX
487,MGL_GML_GML,Mogilev,Gomel,Gomel,15EX,1920,1920,1920,1920,"The J. pop. was 129 (total 140) in 1920. In 1925, 22 of the 49 J. families in the village engagedin agriculture. The Germans occupied G. in Aug. 1941. In Oct. they murdered 18 Jews and in Jan. 1942, the remaining",,1900,
488,GRD_BLST_GNND,Grodno,Bielostok,Goniondz,16LX,16XX,1700,1600,1650,"Jews were present in the 17th-18th cent. despite the residence ban in force until Prussian rule in 1795. In 1800 the J. pop. was 498, growing to 2,056 (total 3,436) in 1897. J. merchants were the first",,1600,XX
489,LBL_ZMC_GRJ,Lublin,Bilgoraj,Goraj,,1626,1626,1626,1626,"Jews are first mentioned in 1626 but may have been present earlier. Recovering from the Chmielnicki massacres of 1648-49, the community resumedits position as one of themost important in the area.In the 19th cent., Jews tr",,1600,
490,WRS_GRT_GRKL,Warszawa,Grojec,Góra Kalwaria,,1795,1795,1795,1795,"The J. community was formed under Prussian rule from 1795, growing to 500 in 1827 and 2,019 in 1897 and comprising a majority of the general pop. Most Jews engaged in petty trade and crafts while the Chr",,1700,
491,PTR_BRZ_GRWS,Piotrkow,Lodz,Gora Wisniowa,,1921,1921,1921,1921,"In 1921, 56 Jews lived in this summerresort and made their living from services to vacationers.In the 1930s they suffered harassment andin Oct. 1939 the small community was expelled to Rokycany.",,1900,
492,EKT_ALK_GRK,Ekaterinoslav,Aleksandrovsk,Gorkaia,1850,1850,1850,1850,1850,"Jews from the Vitebsk andMogilev regions foundedG. as a J.colony in 1850. The J. pop. was 488 in 1858.During theMay 1881 pogroms, peasants from the neighboring village of Torkanivski protected the Jews of G. During the",מושבה חקלאית יהודית,1800,
493,MGL_GRK_GRK,Mogilev,Gorki,Gorki,1643,1643,1643,1643,1643,An organized J. community that existed in 1643 came to an end after the Chmielnicki massacres of 1648-49 and Czar Alexius's campaign in Belorussia in 1654. The J. settlement was renewed in 1699 and in 1766 numbered 51,,1600,
494,GLC_CRC_GRLC,Galicia,Gorlice,Gorlice,,18EX,1850,1800,1825,"An independent community existed from the early 19th cent. Some engaged in trade with Hungary, exporting linen and furs and importing wines and agricultural produce. A few ran oil refineries,but most eked out a living as",,1800,EX
495,EKT_BKH_GRLV,Ekaterinoslav,Bakhmut,Gorlovka,18LX,19XX,1939,1900,1920,"Jews apparently began arriving only in the 20th cent., primarily in the Soviet period, when the city became a regional center for the chemical, machine, and metal industries. In 1939, the J. pop. was 2,339 (total 109,3",,1900,XX
496,KIV_RDM_GRNS,Kiev,Radomysl,Gornostaipol,1765,1765,1765,1765,1765,"Jews numbered 57 in 1765 and 1,888 (total 3,286) in 1897. In 1919, the Petlyura gangs murdered Jews and pillaged their property. In 1939, under the Soviets, the J. pop. was 573. The Germans arrived on 22 Aug. 1941, ex",,1700,
497,MGL_RGC_GRDT,Mogilev,Rogachev,Gorodets,1847,1847,1847,1847,1847,"The J. pop. was 434 in 1847 and 512 in 1897. In 1926, under the Soviets, the J. pop. rose to 607 (69% of the total). Thirty-five J. artisans were organizedin cooperatives and another 29 owned their own workshops. Fou",,1800,
498,VTB_GRD_GRDK,Vitebsk,Gorodok,Gorodok,17MX,17MX,1775,1750,1750,"The J. community is first mentioned in the mid-18th cent. In 1805, two Jews were running a hide-processing plant. In 1897, the J. pop. was 3,413 (two-thirds of the total). In the early 20th cent., the community",,1700,MX
499,POD_KMN_GRDK,Podolia,Kamenets-Podolsk,Gorodok,1630,1630,1630,1630,1630,"Jews settledin 1630 and were attackedin the Chmielnicki massacres of 1648-49. In 1765, their pop. was 645. In the 19th cent., Jews played an active role in the industrial and commercial development of th",,1600,
500,KIV_CHR_GRDS,Kiev,Cherkasy,Gorodishche,1897,1897,1897,1897,1897,"Jews numbered 3,124 (total 14,641) in 1897 and 570 under the Soviets in 1939. The Germans capturedG. on 1 Aug. 1941, instituting a regime of forced labor and executions. On 2 April 1942, the remaining Jews in G. and i",,1800,
501,MNS_RCH_GRVL,Minsk,Riechitsa,Gorval,1789,1789,1789,1789,1789,"The J. pop. was 104 in 1789 and 832 (total 2,146) in 1897. Most Jews engaged in petty trade; a few were wholesalers. In 1925, 19 J. families moved to the Crimea. In 1930, 95 J. families worked at nearby kolkhozes. Shor",,1700,
502,MGL_CHS_GRY,Mogilev,Chausy,Gory,18MX,1897,1897,1897,1897,"The J. pop. was 577 (34% of the total) in 1897 and 355 in 1926, when a J. school was opened with an enrollment of 30 in 1927. In 1929 a J. kolkhoz for 32 families was started. The Germans occupied the town in early Jul",,1800,
503,LBL_KRS_GRZK,Lublin,Krasnystaw,Gorzków,,18EX,1850,1800,1825,"Jews are first mentioned in the early 19th cent., maintaining acommunity that never exceeded 100 families and was affiliated with Krasnystaw. Under the German occupation, commencing Sept. 1939, normal life continued unti",,1800,EX
504,VTB_DVN_GLZM,Vitebsk,Dvinsk,Glazmanka,18EX,18EX,1850,1800,1825,"Jews settled in the first half of the 19th cent. and reached a peak pop. of 1,064 (total 2,328) in 1897. In 1905 the Bund was at the center of local revolutionary activity. In Wwil t","הבונד, תרבות",1800,EX
505,KIV_KIV_GSTM,Kiev,Kiev,Gostomel,17EX,17EX,1750,1700,1725,"Jews settled in the early 18th cent. and numbered 916 in 1897. J. homes and stores were looted and burned in a pogrom on 20 Oct. 1905 and again pillaged in Sept. 1919, when J. lives were also lost. In 1939, under the Sov",,1700,EX
506,WRS_GST_GSTY,Warszawa,Gostyn,Gostynin,,14LX,1500,1475,1475,Jews lived in G. from the latter part of the 15th cent. J. residence was restrictedto a specialquarterin 1823-62.Subsequently many worked in the building trades and some as suppliers to the army. Until the early 20th ce,,1400,LX
507,WRS_GRT_GSZC,Warszawa,Grojec,Goszczyn,,17LX,1800,1775,1775,"Jews first settled in the late 18th cent., engaging mainly in leasing estates and supplying consumer goods to the proprietors. The J. pop. rose to 185 in 1921 (total 1,237), with livelihoods affectedby thecall to desist",,1700,LX
508,RDM_KNS_GWRC,Radom,Konskie,Gowarczów,,1827,1827,1827,1827,"By 1827, 457 Jews were living here and the community was affluent. At the end of WWI, a pogrom broke out when the Jews were blamed for the desecration of Polish dead bodies. Antisemitism againincreasedin the late 1920s a",,1800,
509,LMZ_OSTL_GVRV,Lomza,Ostrolenka,Govorovo,1827,17XX,1800,1700,1750,"Jews were living here in the 18th cent. and maintained an independent community growing to 1,844 members at the end of the 19th cent. (of a total 2,139). During WWI they suffered under the Russian and German occupati",,1700,XX
510,PTR_PTR_GRZK,Piotrkow,Piotrkow,Gorzkowice,,18MX,1875,1850,1850,"Jews lived here from the mid-19th cent. and numbered 273 in 1897. Between the World Wars, some were involved in the lumber trade, among them, Gershon Winter, who was called King of Poland's Forests. When the Germans",,1800,MX
511,KLS_LNC_GRBW,Kalisz,Leczyca,Grabów,,1764,1764,1764,1764,"The first Jews settled here in 1764, and in the 19th cent. their numbers increased (640 in 1897; 61% of the total). They suffered severely from a boycott in the 1930s. By early 1941, refugees had increased the J. pop. to 1,",,1700,
512,GLC_STN_GRBW,Galicia,Bohorodczany,Grabowiec,,15XX,1600,1500,1550,"The small J. farming community originated perhaps in the 16th cent. and numbered 105 (total pop. 1,536) in 1921. The Jews were either liquidated by the Ukrainians after the Soviet departure in J",,1500,XX
513,LBL_GRB_GRBW,Lublin,Hrubieszow,Grabowiec,,16EX,1650,1600,1625,"Jews are mentioned in the first half of the 17th cent. and increased steadily from the mid-18th cent., numbering 1,717 (total 3,362) in 1897. The community was hasidic, with courts and shtiblekh identified with th",,1600,EX
514,PRU_PSN_GRBW,Preussen,Ostrzeszow,Grabow,,15XX,1600,1500,1550,"Jews werepresent from the 16th cent.but a community was only established in the 18th. The J. pop. rose to 170 (total 1,485) in 1840 and thereafter declined steadily through emigration to 59 in 1921. Thoseremain",,1500,XX
515,PLT_KRM_GRDZ,Poltava,Kremenchug,Gradizhsk,18EX,18EX,1850,1800,1825,"Jews settled in the early 19th cent. and numbered 1,112 (total 9,486) in 1897. In the Soviet period, there was a school for J. children, but only one grade was taught. By 1939, the J.pop. had droppedto 145.TheGermansmu",,1800,EX
516,LMZ_SHC_GRV,Lomza,Shchuchin,Graevo,16MX,16LX,1700,1675,1675,"Jews were present in the second half of the 17th cent. but only formed an organized community in the late 18th cent., growing to 1,459 (total 1,917) in 1857. Jews operateda number of factories(rubber andbuilding produ",,1600,LX
517,RDM_KZN_GRNC,Radom,Kozienice,Granica,,1850,1850,1850,1850,"Jews arrived from Bendzin in 1850. Most were Hasidim. With increasing movement to larger cities, 30 J. families remained in the 1930s. They were probably transferred to the Bendzin and Sosnowiec ghetto",,1800,
518,POD_GSN_GRNV,Podolia,Gaisin,Granov,17EX,1765,1765,1765,1765,"The J. pop. was 662 in 1765 and 753 (total 6,850) in 1897. It dropped to 161 in 1926 under the Soviets. The Germans occupied the town on 27 July 1941, murdering those Jews who had neither escaped nor been evacuated in",,1700,
519,KIV_VSL_GRBN,Kiev,Vasilkov,Grebenki,1897,1897,1897,1897,1897,"The Jews of G., together with those from the neighboring village of Salinovki, numbered 551 in 1897. J. lives were lost in a pogrom staged by Anton Denikin's White Army soldiers in March 1918. In 1939, the J. pop. was 84",,1800,
520,PRU_PMM_GRFN,Preussen,Pommern,Greifenhagen,,1481,1481,1481,1481,"The first evidenceof a J.presence dates from 1481, but a permanent settlement began only in 1705 with four families. The J. pop. numbered 205 in 1861 and gradually declined in the following",,1400,
521,GLC_LWW_GRMB,Galicia,Tarnobrzeg,Grembow,,1921,1921,1921,1921,"The J. pop. in 1921 was 172 (total5,080). A pogrom shook the community in 1918 andin 1919 commercial licenses were revokedby the Polish authorities. The Germanregime of persecutionculminatedin the expulsion of the communit",,1900,
522,MNS_SLT_GRSK,Minsk,Slutsk,Gresk,18EX,18EX,1850,1800,1825,"J. settlement probably commenced in the first half of the 19th cent. In 1897, the J. pop. was 207 (total 1,674). In 1930, under the Soviets, 12 families earned their livelihoods in a kolkhoz and a J. school (apparently",,1800,EX
523,KHR_TRS_GRGR,Kherson,Tiraspol,Grigoriopol,17LX,17LX,1800,1775,1775,"Jews probably settled with the founding of the town in the late 18th cent. The J. pop. was 832 in 1897 and in the Soviet period 796 (total 8,876)in 1926 and562 in 1939.G. was captured by",,1700,LX
524,KVN_KVN_GRNK,Kovno,Kovno,Grinkishki,16EX,16XX,1700,1600,1650,A J. community existed in the 17th cent. Economic conditions from the end of the 19th cent. until WWII resulted in J. emigration. The J. pop. was 235 in 1923 (24% of the total). On 2 Sept. 1941,,1600,XX
525,SWL_VLD_GRSH,Suwalki,Vladislavov,Grishkobuda,17EX,17XX,1800,1700,1750,There were Jews here in the 18th cent. The J. pop. in 1923 was 92 (12% of the total). Most Jews emigrated to the U.S. because of economic conditions. All of G.'s eight remaining J. families were,רובם היגרו לארהב,1700,XX
526,VLH_ZSL_GRTS,Volhynia,Zaslavl,Gritsev,17LX,1847,1847,1847,1847,"The J. pop. was 1,194 in 1847, dropping to 979 (97% of the total) in 1897. Jews were attacked in a pogrom on 21 Sept. 1917. In 1939, their pop. was 1,095. The Germans captured the town on 5 July",,1800,
527,CRL_ILL_GRV,Courland,Illukst,Griva,18EX,18XX,1900,1800,1850,"Jews from the neighboring villages settled in the 19th cent. Despite a severe epidemic in the 1890s and flooding of the Dvina River in 1903 which claimed 200 mostly J. lives, the J. pop. continued to climb to a",,1800,XX
528,CRL_GRB_GRBN,Courland,Grobin,Grobin,18EX,18EX,1850,1800,1825,"An organizedcommunity existedin the early 19th cent. The J. pop. numbered 677 in 1861 and 258 in 1910 (total 1,359). The pop. dropped because of resettlement in Kherson in S. Russia, a cholera epidemic in 184",,1800,EX
529,GLC_LWW_GRDK,Galicia,Grodek,Gródek,,1445,1445,1445,1445,Jews werepresent from at least 1445 and continued in the 16th cent. despite residence restictions. A J. quarter was authorized in themid-17th cent. on castleland and the community,,1400,
530,GRD_BLST_GRDK,Grodno,Bielostok,Gorodok,16LX,16LX,1700,1675,1675,"J. settlement commenced in the late 17th cent., amounting to 24 families in 1789. From the mid-19th cent., J.-owned textile factories became the major source of J. employment. Industrialization",,1600,LX
531,VLN_VLK_GRDK,Vilna,Vileika,Gorodok,18EX,18EX,1850,1800,1825,"Jews are presumed to have settled in the early 19th cent. and numbered 1,230 (total 1,603) in 1897. They owned most of the town's stores and had auxiliary farms next to their houses. Heavy taxes aft","אגודת ישראל, תרבות",1800,EX
532,GRD_GRD_GRDN,Grodno,Grodno,Grodno,11LX,11LX,1200,1175,1175,The J. community was one of the oldest in the the Grand Duchy of Lithuania. Jews arrived in the late 12th cent. from the Grand Duchy of Kiev and from WesternEurope in flight from the depred,"מהקהילות העתיקות ביותר בליטא, היהודים הגיעו מקייב ומערב אירופה בעקבות מסעות הצלב",1100,LX
533,PTR_BND_GRDZ,Piotrkow,Bedzin,Grodziec,,18MX,1875,1850,1850,"Jews first arrived in the mid-19th cent., numbering 200 (total 700) between the World Wars. Their number rose to 283 with the arrival of Silesian refugees in WWII. In June 1942, all were expelledto the Bendzin and Sosno",,1800,MX
534,WRS_BLN_GRDZ,Warszawa,Blonie,Grodzisk,,16LX,1700,1675,1675,"Jews probably settledin the late 17th cent.,permitted to build houses and pursue their livelihoods freely by estate owners eager to develop the town. Jews constituteda majority of the totalpop. until WWI, increasing to",,1600,LX
